Time,sasa,gyrate,hbond,LJSR,CSR
42600.0,26.425,0.881697,57.0,-955.628906,-1729.174561
42700.0,26.026,0.8754,59.0,-812.184631,-2029.566162
42800.0,25.968,0.886269,60.0,-912.337158,-1926.118042
42900.0,26.628,0.876554,52.0,-855.284302,-1758.619873
43000.0,26.294,0.878496,58.0,-814.587952,-1915.316528
43100.0,26.845,0.877925,60.0,-906.974792,-1976.407959
43200.0,25.877,0.879429,55.0,-806.62915,-2015.944946
43300.0,25.807,0.874827,56.0,-909.251343,-1784.477661
43400.0,26.286,0.890913,55.0,-903.72821,-1866.780273
43500.0,26.747,0.890902,52.0,-920.490784,-1726.733154
43600.0,26.676,0.878494,53.0,-897.519531,-1741.19458
43700.0,26.491,0.874199,53.0,-878.892761,-1767.635376
43800.0,26.975,0.874938,54.0,-851.048523,-1802.937012
43900.0,27.001,0.887719,60.0,-770.502869,-1931.868896
44000.0,25.963,0.876295,59.0,-912.445984,-1779.1073
44100.0,25.349,0.879348,59.0,-780.664062,-1905.294312
44200.0,26.343,0.885304,57.0,-789.394165,-1827.732788
44300.0,26.33,0.883897,60.0,-857.660889,-1803.717041
44400.0,26.54,0.887329,54.0,-863.367981,-1828.867554
44500.0,26.413,0.880999,55.0,-787.208435,-1898.747314
44600.0,26.342,0.883341,48.0,-853.286621,-1811.427856
